dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.Year
2557,melhania,,melhania sp.,18,3,1997,77
1288,chlorophytum,chlorophytum blepharophyllum,chlorophytum blepharophyllum baker,28,10,1992,302
2915,satyrium,satyrium nepalense ciliatum,satyrium ciliatum lindley,12,2,1973,43
2121,chlorophytum,chlorophytum subpetiolatum,chlorophytum subpetiolatum (baker) kativu,25,11,1993,329
2454,crotalaria,crotalaria flavicarinata,crotalaria flavicarinata,5,3,1997,64
,fissidens,fissidens,fissidens gumangensis (müll.hal.) paris,10,5,1972,131
23910,pogonarthria,pogonarthria squarrosa,pogonarthria squarrosa,23,5,2012,144
24743,combretum,combretum collinum,combretum collinum,1,9,2001,244
23028,clerodendrum,clerodendrum,clerodendrum myricoides,21,2,2000,52
,unident-poaceae,unident-poaceae,poaceae,,,,
23000,commiphora,commiphora mossambicensis,commiphora mossambicensis,21,2,2000,52
1333,clematis,clematis welwitschii,clematis welwitschii,8,5,1994,128
11650,cyphostemma,cyphostemma adenocaule adenocaule,cyphostemma adenocaule,15,11,2006,319
,papillaria,papillaria,papillaria africana (müll.hal.) a.jaeger,26,5,1988,147
123,clematis,clematis villosa,clematis villosa subsp. stanleyi,24,2,1995,55
2532,chlorophytum,chlorophytum geophilum,chlorophytum geophilum peter ex poelln.,18,3,1997,77
ab 718,kaempferia,,kaempferia kirkii,9,12,1970,343
i. b. 848,chlorophytum,chlorophytum subpetiolatum,anthericum subpetiolatum var. subpetiolatum,27,12,1973,361
22137,combretum,combretum zeyheri,combretum zeyheri,8,6,1999,159
22673,commiphora,commiphora mossambicensis,commiphora mossambicensis,18,12,1999,352
,hildebrandtiella,hildebrandtiella pachyclada,hildebrandtiella pachyclada besch.,4,6,1972,156
1385,grewia,,grewia sp.,3,11,2005,307
,brachymenium,brachymenium angolense,brachymenium holstii broth.,20,12,1972,355
24112,eleusine,eleusine coracana,eleusine coracana,3,6,2012,155
,unident-poaceae,unident-poaceae,poaceae,,,,
1708,erythrocephalum,erythrocephalum longifolium,erythrocephalum zambesiacum,28,3,2000,88
2467,euphorbia,euphorbia mossambicensis,euphorbia mossambicensis,5,3,1997,64
1381,chlorophytum,chlorophytum sphacelatum,chlorophytum sphacelatum var. milanjianum (rendle) nordal,2,11,1992,307
wiland 161,hypoxis,hypoxis polystachya,hypoxis polystachya welw. ex baker,2,3,2001,61
23912,eragrostis,eragrostis congesta,eragrostis congesta,23,5,2012,144
1050,justicia,justicia elegantula,justicia elegantula,22,5,1985,142
11640,embelia,,embelia sp.,14,11,2006,318
363,chlorophytum,,chlorophytum cf. kirkii baker,22,12,1970,356
kayombo 4590,hibiscus,hibiscus,hibiscus hareyae l.a.j.thomson & cheek,7,11,2003,311
abeid 354,brachystegia,brachystegia manga,brachystegia manga de wild.,31,10,1998,304
65,chlorophytum,chlorophytum colubrinum,chlorophytum colubrinum (baker) engl.,30,11,1993,334
1090,hymenocardia,hymenocardia acida,hymenocardia acida,28,11,1998,332
403,hibiscus,hibiscus micranthus,hibiscus micranthus,27,6,2001,178
11620,ampelocissus,ampelocissus obtusata,ampelocissus obtusata,12,11,2006,316
248,aneilema,aneilema dregeanum,aneilema dregeanum subsp. mossambicense,8,3,2009,67
96/318,polygala,polygala,polygala sp.,21,6,1996,173
933,phaulopsis,phaulopsis grandiflora,phaulopsis grandiflora,18,5,1985,138
ab 695,albizia,albizia petersiana,albizia petersiana,23,11,1970,327
,panicum,,panicum,,,,
,unident-poaceae,unident-poaceae,poaceae,,,,
383,albuca,albuca abyssinica,albuca abyssinica,26,12,1971,360
3995,chlorophytum,,chlorophytum andogense baker,9,3,1997,68
7,chlorophytum,chlorophytum polystachys,chlorophytum polystachys baker,24,11,2003,328
22721,commiphora,commiphora mossambicensis,commiphora mossambicensis,18,12,1999,352
,tapinanthus,tapinanthus quequensis,tapinanthus quequensis (weim.) polhill & wiens,22,7,1968,204
,stomatanthes,stomatanthes africanus,stomatanthes africanus (oliv. & hiern) r.m.king & h.rob.,28,10,1992,302
3545,melinis,melinis minutiflora,melinis minutiflora,20,6,1979,171
"gereau, re; kayombo, cj  3903",indigofera,indigofera emarginella,indigofera emarginella steud. ex a.rich.,6,2,1991,37
"gereau, re; harder, dk; kayombo, mj; mwangoka, ma  5005",desmodium,desmodium salicifolium,desmodium salicifolium (poir.) dc. var. salicifolium,3,11,1992,308
"harder, dk; luwiika, b; zimba, nb  3558",swartzia,,swartzia madagascariensis desv.,28,2,1996,59
,mystroxylon,mystroxylon aethiopicum,mystroxylon aethiopicum (thunb.) loes.,14,10,2016,288
24117,themeda,themeda triandra,themeda triandra,3,6,2012,155
24928,pseudolachnostylis,pseudolachnostylis maprouneifolia,pseudolachnostylis maprouneifolia,14,10,2001,287
201,blepharis,blepharis glumacea,blepharis glumacea,24,4,1985,114
24117,themeda,themeda triandra,themeda triandra,3,6,2012,155
23909,zonotriche,zonotriche inamoena,zonotriche inamoena,22,5,2012,143
wiland 153,hypoxis,hypoxis fischeri,hypoxis fischeri var. zernyi (g.m. schulze) wiland & nordal,28,2,2001,59
80,uvariastrum,uvariastrum hexaloboides,uvariastrum hexaloboides,1,12,1993,335
,fissidens,fissidens,fissidens ulna (müll.hal.) paris,12,12,1972,347
s.n.,sacciolepis,sacciolepis transbarbata,sacciolepis transbarbata,22,12,1967,356
,eragrostis,eragrostis,eragrostis,,,,
"newbould, jgb; harley, rm  9004",cryptosepalum,cryptosepalum maraviense,cryptosepalum maraviense oliv.,17,7,1959,198
"maesen, ljg van der; maroyi, a  8593",bauhinia,,bauhinia  l.,3,1,2011,3
"maesen, ljg van der; maroyi, a  8613 a",bauhinia,,bauhinia  l.,4,1,2011,4
"kayombo, cj; ayubu, j; kibure, oa  6810",rhipsalis,rhipsalis baccifera,rhipsalis baccifera (j.s.muell.) stearn,10,8,2010,222
"kayombo, cj; ayubu, j; kibure, oa  6862",cycnium,,cycnium  e.mey. ex benth.,11,8,2010,223
"renvoize, sa  5703",hyparrhenia,hyparrhenia exarmata,hyparrhenia exarmata (stapf) stapf,27,2,1996,58
"nkhoma, cn; et al.  226",nephrolepis,nephrolepis undulata,nephrolepis undulata (afzel. ex sw.) j.sm.,15,5,1994,135
"nevers, g de; charnley, s  3275",bothriochloa,bothriochloa insculpta,bothriochloa insculpta (hochst. ex a.rich.) a.camus,13,4,1984,104
"kayombo, cj; wimbe, e  6975",nuxia,nuxia,nuxia  comm. ex lam.,2,9,2011,245
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2433",ipomoea,ipomoea aquatica,ipomoea aquatica forssk.,5,3,1997,64
"harder, dk; schmidt, hh; luwiika, b; zimba, nb  4006",vangueria,vangueria cinerascens,tapiphyllum cinerascens (hiern) robyns,9,3,1997,68
"harder, dk; merello, mc; nkhoma, cn  2173",viridivia,viridivia suberosa,viridivia suberosa j.h.hemsl. & verdc.,29,11,1993,333
"kuchar, p  24967",strychnos,strychnos,strychnos  l.,17,11,2001,321
"kuchar, p  23021",combretum,combretum collinum,combretum collinum fresen.,21,2,2000,52
"harder, dk; kayombo, mj  1318",siphonochilus,siphonochilus rhodesicus,siphonochilus rhodesicus (t.c.e.fr.) lock,29,10,1992,303
"harder, dk; gereau, re; kayombo, cj; kayombo, mj  1208",triumfetta,triumfetta,triumfetta cordifolia a.rich.,24,10,1992,298
,weissia,weissia glaziovii,weissia bizotii r.h.zander,15,12,1970,349
"bulaimu, j  403",dioscorea,dioscorea quartiniana,dioscorea quartiniana a.rich. var. stuhlmannii (harms) burkill,12,2,1972,43
"luwiika, b; harder, dk; zimba, nb; nawa, mm  104",scleria,,scleria induta turrill,28,2,1995,59
"maesen, ljg van der; maroyi, a  8487",plectranthus,plectranthus,plectranthus  l'hér.,29,12,2010,363
701,flueggea,flueggea virosa,flueggea virosa,15,6,2001,166
24067,aristida,aristida,aristida sp.,1,6,2012,153
24108,aristida,aristida adscensionis,aristida adscensionis,3,6,2012,155
11602,cissus,cissus pseudoguerkeana,cissus pseudoguerkeana,9,11,2006,313
1296,monotes,monotes engleri,monotes engleri,6,5,1994,126
abeid 353,albizia,albizia versicolor,albizia versicolor welw. ex oliv.,31,10,1998,304
abeid 356,synaptolepis,synaptolepis alternifolia,synaptolepis alternifolia oliv.,31,10,1998,304
1456,uapaca,uapaca nitida,uapaca nitida,22,5,1994,142
4018,clematis,clematis villosa,clematis villosa subsp. stanleyi,9,3,1997,68
1049,triumfetta,triumfetta digitata,triumfetta digitata,22,5,1985,142
abeid 351,vernonia,,vernonia colorata (willd.) drake,30,10,1998,303
363,chlorophytum,chlorophytum blepharophyllum,chlorophytum blepharophyllum bak.,22,12,1970,356
,bryum,bryum moniliforme,bryum homalobolax müll.hal.,15,3,1973,74
,senecio,senecio pergamentaceus,senecio pergamentaceus baker,6,2,1991,37
1346,pappea,pappea capensis,pappea capensis,8,5,1994,128
,coelorachis,coelorachis,coelorachis,,,,
,unident-poaceae,unident-poaceae,poaceae,,,,
24061,melinis,,melinis sp.,1,6,2012,153
schmidt 1206,erythrococca,erythrococca trichogyne,erythrococca trichogyne (müll. arg.) prain,20,11,1993,324
35,chlorophytum,chlorophytum,chlorophytum,4,12,2003,338
9510,,euphorbiaceae,euphorbiaceae,24,2,1990,55
,campylopus,campylopus pilifer,campylopus polytrichoides de not.,10,5,1972,131
24051,merremia,merremia tridentata,merremia tridentata,24,2,2001,55
,andropogon,andropogon amethystinus,andropogon amethystinus,,,,
5615,albizia,albizia petersiana,albizia petersiana,,,,
1287,chlorophytum,chlorophytum blepharophyllum,chlorophytum blepharophyllum schweinf. ex baker,28,10,1992,302
2178,pseudolachnostylis,pseudolachnostylis maprouneifolia,pseudolachnostylis maprouneifolia,29,11,1993,333
643,commelina,commelina grossa,commelina grossa,20,3,2004,80
,schizachyrium,schizachyrium jeffreysii,schizachyrium jeffreysii,,,,
11617,cyphostemma,cyphostemma heterotrichum,cyphostemma heterotrichum,9,11,2006,313
abeid 350,uapaca,,uapaca nitida müll. arg.,28,10,1998,301
"maesen, ljg van der; maroyi, a  8592",oxygonum,oxygonum delagoense,oxygonum delagoense kuntze,3,1,2011,3
"kayombo, cj; wimbe, e  6935",apodytes,apodytes dimidiata,apodytes dimidiata e.mey. ex arn.,2,9,2011,245
"gereau, re; kayombo, cj  3847",osyris,osyris lanceolata,osyris lanceolata hochst. & steud.,3,2,1991,34
1236,boophone,boophone disticha,boophone disticha,24,10,1992,298
74/184,commelina,commelina aurantiiflora,commelina aurantiiflora,6,2,1974,37
"harder, dk; merello, mc; nkhoma, cn; malama, e  2122",ledebouria,ledebouria,ledebouria  roth,25,11,1993,329
"harder, dk; gereau, re; kayombo, cj; kayombo, mj  1297",pericopsis,,pericopsis angolensis (baker) meeuwen,28,10,1992,302
23904,aristida,aristida,aristida sp.,22,5,2012,143
abeid 352,entada,entada rheedii,entada rheedei spreng.,30,10,1998,303
,brachyachne,brachyachne,brachyachne,,,,
4405,grewia,,grewia sp.,31,7,2003,212
3872,erica,,erica sp.,6,2,1991,37
,macrocoma,macrocoma tenuis sullivantii,macromitrium abyssinicum müll.hal.,2,7,1970,183
753,commelina,commelina schweinfurthii,commelina schweinfurthii subsp. schweinfurthii,27,1,2010,27
"gereau, re; kayombo, cj  3904",indigofera,indigofera subulifera,indigofera subulifera welw. ex baker,6,2,1991,37
"kayombo, cj; ayubu, j; kibure, oa  6800",crotalaria,crotalaria deserticola,crotalaria deserticola taub. ex baker f. subsp. deserticola   var. robusta,10,8,2010,222
5741,anthephora,anthephora elongata,anthephora elongata,19,4,1989,109
2181,uapaca,,uapaca pilosa,29,11,1993,333
1887,antidesma,,antidesma cf. venosum,16,11,1993,320
23914,panicum,,panicum joorii,23,5,2012,144
1070,polydora,,polydora sylvicola,22,5,1985,142
23915,hyparrhenia,hyparrhenia diplandra,hyparrhenia diplandra,23,5,2012,144
23901,eragrostis,eragrostis patens,eragrostis patens,22,5,2012,143
974,justicia,justicia nyassana,justicia nyassae,19,5,1985,139
23905,bewsia,bewsia biflora,bewsia biflora,22,5,2012,143
24106,pogonarthria,pogonarthria squarrosa,pogonarthria squarrosa,3,6,2012,155
,ischaemum,ischaemum,ischaemum,,,,
,cymbopogon,cymbopogon,cymbopogon,,,,
11626,cyphostemma,,cyphostemma sp.,12,11,2006,316
2440,commelina,commelina fluviatilis,commelina fluviatilis,5,3,1997,64
6981,commelina,commelina kituloensis,commelina kituloensis,23,1,2008,23
38,arundinella,arundinella,arundinella,,,,
643,commelina,commelina grossa,commelina grossa,20,3,2004,80
24949,pseudolachnostylis,pseudolachnostylis maprouneifolia,pseudolachnostylis maprouneifolia,3,11,2001,307
24948,pseudolachnostylis,pseudolachnostylis maprouneifolia,pseudolachnostylis maprouneifolia,3,11,2001,307
22306,grewia,,grewia sp.,31,7,1999,212
11642,cyphostemma,cyphostemma vanmeelii,cyphostemma vanmeelii,14,11,2006,318
23917,hyparrhenia,hyparrhenia filipendula,hyparrhenia filipendula,23,5,2012,144
24113,cynodon,,cynodon sp.,3,6,2012,155
,fissidens,fissidens,fissidens gumangensis (müll.hal.) paris f. cellulae laxae,10,5,1972,131
23907,diectomis,diectomis fastigiata,andropogon fastigiatus,22,5,2012,143
23913,hyparrhenia,hyparrhenia cymbaria,hyparrhenia cymbaria,23,5,2012,144
22825,psammotropha,psammotropha myriantha,psammotropha myriantha,27,1,2000,27
23902,phacelurus,phacelurus huillensis,phacelurus huillensis,22,5,2012,143
,unident-poaceae,unident-poaceae,poaceae,,,,
,hyparrhenia,hyparrhenia,hyparrhenia,,,,
11590,ampelocissus,ampelocissus obtusata,ampelocissus obtusata,8,11,2006,312
,hyparrhenia,hyparrhenia,hyparrhenia,,,,
23903,schizachyrium,schizachyrium sanguineum,schizachyrium sanguineum,22,5,2012,143
23908,diheteropogon,diheteropogon amplectens,diheteropogon amplectens var. catangensis,22,5,2012,143
24062,tristachya,tristachya bequaertii,tristachya bequaertii,1,6,2012,153
,unident-poaceae,unident-poaceae,poaceae,,,,
1380,commelina,commelina bracteosa,commelina bracteosa,3,11,2005,307
23017,triaspis,triaspis macropteron,triaspis macropteron,21,2,2000,52
kuchar 22771a,trachyandra,trachyandra saltii,trachyandra saltii var. saltii,22,1,2000,22
luke 8403,chazaliella,chazaliella abrupta,margaritopsis abrupta (hiern) l. andersson,25,5,2002,145
24107,eragrostis,eragrostis,eragrostis sp.,3,6,2012,155
1065,pseudolachnostylis,pseudolachnostylis maprouneifolia,pseudolachnostylis maprouneifolia,13,6,2001,164
7099,commiphora,commiphora,commiphora,12,9,2009,255
165,vangueria,vangueria infausta,vangueria infausta,30,10,1998,303
schmitz 6174,craterosiphon,craterosiphon quarrei,synaptolepis quarrei (staner) z.s. rogers,7,8,1958,219
wk248,uapaca,uapaca kirkiana,uapaca kirkiana,11,12,1999,345
23916,coelorachis,coelorachis afraurita,mnesithea afraurita,23,5,2012,144
i.b. 836,chlorophytum,chlorophytum pusillum,chlorophytum pusillum cf. schweinf. ex baker,26,12,1973,360
i. b. 778,chlorophytum,chlorophytum silvaticum,chlorophytum silvaticum dammer,21,12,1973,355
"kuchar, p  22621",siphonochilus,siphonochilus,siphonochilus  j.m.wood & franks,17,12,1999,351
"gereau, re; kayombo, cj  3873",monotes,monotes africanus,monotes africanus a.dc.,6,2,1991,37
"schmidt, hh; et al.  1356",justicia,justicia striata,justicia striata (klotzsch) bullock,14,5,1994,134
"kayombo, cj; wimbe, e  6948",ipomoea,ipomoea,ipomoea  l.,2,9,2011,245
"maesen, ljg van der; maroyi, a  8482",ipomoea,ipomoea,ipomoea  l.,29,12,2010,363
"gereau, re; kayombo, cj; mwangoka, ma  5002",brachystegia,brachystegia spiciformis,brachystegia spiciformis benth.,3,11,1992,308
"gereau, re; kayombo, cj  4348",brachystegia,brachystegia spiciformis,brachystegia spiciformis benth.,15,3,1991,74
"maesen, ljg van der; maroyi, a  8503",,,compositae,29,12,2010,363
"bingham, mg  10260",aspilia,aspilia pluriseta,aspilia pluriseta schweinf. subsp. pluriseta,7,1,1995,7
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  233",psychotria,psychotria peduncularis hypsophila,psychotria hypsophila k.schum. & k.krause,15,5,1994,135
"harder, dk; gereau, re; kayombo, mj  1524",uapaca,,uapaca nitida müll.arg.,30,11,1992,335
"nevers, g de; charnley, s  3237",pentas,,pentas fussei k.krause,11,4,1984,102
"bingham, mg  7358",combretum,combretum psidioides,combretum psidioides welw.,13,2,1991,44
"bingham, mg  7358",combretum,combretum psidioides,combretum psidioides welw.,13,2,1991,44
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2462",tarenna,tarenna luteola,tarenna luteola (stapf) bremek.,5,3,1997,64
"kayombo, cj; wimbe, e  6963",dracaena,dracaena laxissima,dracaena laxissima engl.,2,9,2011,245
"harder, dk; merello, mc; nkhoma, cn; malama, e  2121",chlorophytum,chlorophytum subpetiolatum,chlorophytum subpetiolatum (baker) kativu,25,11,1993,329
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2507",chlorophytum,chlorophytum colubrinum,chlorophytum colubrinum (baker) engl.,11,3,1997,70
"luwiika, b; harder, dk; zimba, nb  263",chlorophytum,chlorophytum blepharophyllum,chlorophytum blepharophyllum schweinf. ex baker,3,3,1996,63
11619,cyphostemma,,cyphostemma sess,12,11,2006,316
11618,cyphostemma,,cyphostemma camp,12,11,2006,316
11587,cyphostemma,,cyphostemma delic,8,11,2006,312
,fissidens,fissidens,fissidens ulna (müll.hal.) paris,12,12,1972,347
occurrenceID,issued,accrualPolicy,recordNumber,,educationLevel,,individualCount
REDD-SUA-MIOMBOWOODLAND-16602,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16626,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16568,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16611,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16622,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16555,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16627,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16625,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16578,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16618,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16621,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16577,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16615,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16616,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16592,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16531,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16593,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16584,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16586,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16564,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16596,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16600,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16563,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16581,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16587,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16609,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16606,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16617,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16608,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16499,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16595,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16553,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16567,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16613,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16556,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16607,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16594,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16614,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16544,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16565,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16538,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16539,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16612,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16575,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16536,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16562,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16484,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16570,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16610,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16590,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16527,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16589,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16605,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16552,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16598,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16582,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16583,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16619,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16571,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16603,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16540,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16514,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16557,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16576,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16572,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16525,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16543,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16517,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16620,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16537,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16585,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16501,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16573,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16558,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16459,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16588,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16574,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16507,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16601,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16545,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16526,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16483,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16554,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16569,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16496,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16549,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16591,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16561,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16551,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16500,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16512,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16599,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16520,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16524,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16559,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16541,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16437,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16454,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16506,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16493,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16579,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16560,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16497,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16468,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16511,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16481,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16516,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16547,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16534,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16485,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16532,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16548,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16515,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16509,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16528,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16546,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16566,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16472,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16477,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16480,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16503,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16428,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16494,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16513,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16533,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16442,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16401,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16464,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16474,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16535,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16510,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16521,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16487,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16461,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16488,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16522,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16508,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16490,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16529,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16489,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16498,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16462,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16452,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16482,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16408,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16417,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16550,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16450,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16439,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16470,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16502,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16384,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16518,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16431,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16453,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16505,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16432,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16463,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16420,,,,,,,1
REDD-SUA-MIOMBOWOODLAND-16491,,,,,,,1
