gbif:canonicalName,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
adiantum philippense,adiantum,adiantum philippense l.,philippense,20,11,1940,41
adiantum philippense,adiantum,adiantum philippense,philippense,29,11,1940,150
adiantum philippense,adiantum,adiantum philippense l.,philippense,7,4,1941,257
adiantum philippense,adiantum,adiantum philippense l.,philippense,22,5,1941,
adiantum philippense,adiantum,adiantum l.,philippense,8,6,1941,325
adiantum philippense,adiantum,adiantum l.,philippense,8,7,1941,258
adiantum philippense,adiantum,adiantum philippense l.,philippense,29,7,1941,73
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1941,5
adiantum philippense,adiantum,adiantum philippense l.,philippense,17,9,1941,
adiantum philippense,adiantum,adiantum l.,philippense,20,10,1941,327
adiantum philippense,adiantum,adiantum philippense,philippense,2,12,1941,
adiantum philippense,adiantum,adiantum philippense l.,philippense,1,1,1942,91
adiantum philippense,adiantum,adiantum l.,philippense,4,3,1942,136
adiantum philippense,adiantum,adiantum l.,philippense,12,3,1942,320
adiantum philippense,adiantum,adiantum l.,philippense,27,6,1942,266
adiantum philippense,adiantum,adiantum l.,philippense,19,8,1942,266
adiantum philippense,adiantum,adiantum l.,philippense,22,8,1942,181
adiantum philippense,adiantum,adiantum philippense,philippense,24,8,1942,184
adiantum philippense,adiantum,adiantum philippense l.,philippense,24,4,1943,166
adiantum philippense,adiantum,adiantum philippense l.,philippense,3,9,1943,234
adiantum philippense,adiantum,adiantum philippense,philippense,11,6,1944,213
adiantum philippense,adiantum,adiantum philippense,philippense,10,7,1944,281
adiantum philippense,adiantum,adiantum philippense,philippense,14,7,1944,59
adiantum philippense,adiantum,adiantum philippense,philippense,14,7,1944,320
adiantum philippense,adiantum,adiantum philippense l.,philippense,1,8,1944,17
adiantum philippense,adiantum,adiantum philippense,philippense,12,8,1944,
adiantum philippense,adiantum,adiantum philippense,philippense,15,10,1944,74
adiantum philippense,adiantum,adiantum philippense l.,philippense,15,10,1944,
adiantum philippense,adiantum,adiantum philippense l.,philippense,7,11,1944,249
adiantum philippense,adiantum,adiantum philippense,philippense,7,11,1944,11
adiantum philippense,adiantum,adiantum l.,philippense,22,11,1944,114
adiantum philippense,adiantum,adiantum philippense l.,philippense,1,1,1945,106
adiantum philippense,adiantum,adiantum philippense,philippense,6,2,1945,
adiantum philippense,adiantum,adiantum philippense,philippense,15,2,1945,160
adiantum philippense,adiantum,adiantum philippense,philippense,15,2,1945,305
adiantum philippense,adiantum,adiantum philippense,philippense,15,2,1945,204
adiantum philippense,adiantum,adiantum philippense,philippense,15,2,1945,246
adiantum philippense,adiantum,adiantum philippense,philippense,15,2,1945,58
adiantum philippense,adiantum,adiantum philippense l.,philippense,1,5,1945,
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,5,1945,
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,5,1945,
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,5,1945,240
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,5,1945,21
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,5,1945,7
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,5,1945,209
adiantum philippense,adiantum,adiantum philippense l.,philippense,1,7,1945,129
adiantum philippense,adiantum,adiantum philippense,philippense,24,7,1945,221
adiantum philippense,adiantum,adiantum philippense,philippense,28,7,1945,300
adiantum philippense,adiantum,adiantum philippense l.,philippense,16,8,1945,222
adiantum philippense,adiantum,adiantum philippense l.,philippense,16,8,1945,164
adiantum philippense,adiantum,adiantum l.,philippense,9,9,1945,100
adiantum philippense,adiantum,adiantum philippense,philippense,23,9,1945,221
adiantum philippense,adiantum,adiantum philippense,philippense,23,9,1945,24
adiantum philippense,adiantum,adiantum philippense,philippense,23,9,1945,209
adiantum philippense,adiantum,adiantum philippense l.,philippense,23,9,1945,341
adiantum philippense,adiantum,adiantum philippense,philippense,23,9,1945,319
adiantum philippense,adiantum,adiantum philippense l.,philippense,24,9,1945,338
adiantum philippense,adiantum,adiantum philippense,philippense,13,11,1945,168
adiantum philippense,adiantum,adiantum philippense,philippense,13,11,1945,142
adiantum philippense,adiantum,adiantum philippense l.,philippense,13,11,1945,300
adiantum philippense,adiantum,adiantum philippense,philippense,13,11,1945,
adiantum philippense,adiantum,adiantum philippense,philippense,13,11,1945,316
adiantum philippense,adiantum,adiantum philippense,philippense,13,11,1945,
adiantum philippense,adiantum,adiantum l.,philippense,27,11,1945,170
adiantum philippense,adiantum,adiantum l.,philippense,13,4,1946,201
adiantum philippense,adiantum,adiantum philippense l.,philippense,13,5,1946,67
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,6,1946,161
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,7,1946,
adiantum philippense,adiantum,adiantum philippense,philippense,9,7,1946,
adiantum philippense,adiantum,adiantum philippense,philippense,27,7,1946,350
adiantum philippense,adiantum,adiantum philippense l.,philippense,30,7,1946,
adiantum philippense,adiantum,adiantum philippense l.,philippense,4,2,1947,172
adiantum philippense,adiantum,adiantum philippense,philippense,28,4,1947,
adiantum philippense,adiantum,adiantum philippense,philippense,28,4,1947,185
adiantum philippense,adiantum,adiantum philippense l.,philippense,28,4,1947,96
adiantum philippense,adiantum,adiantum philippense l.,philippense,28,4,1947,54
adiantum philippense,adiantum,adiantum philippense,philippense,28,4,1947,131
adiantum philippense,adiantum,adiantum philippense,philippense,24,9,1947,105
adiantum philippense,adiantum,adiantum philippense l.,philippense,29,1,1948,
adiantum philippense,adiantum,adiantum philippense l.,philippense,17,3,1948,277
adiantum philippense,adiantum,adiantum philippense l.,philippense,26,3,1948,38
adiantum philippense,adiantum,adiantum philippense l.,philippense,4,4,1948,193
adiantum philippense,adiantum,adiantum l.,philippense,24,4,1948,225
adiantum philippense,adiantum,adiantum philippense l.,philippense,24,4,1948,27
adiantum philippense,adiantum,adiantum philippense l.,philippense,26,4,1948,
adiantum philippense,adiantum,adiantum philippense,philippense,26,4,1948,265
adiantum philippense,adiantum,adiantum l.,philippense,9,7,1948,350
adiantum philippense,adiantum,adiantum philippense,philippense,30,7,1948,353
adiantum philippense,adiantum,adiantum philippense l.,philippense,4,10,1948,307
adiantum philippense,adiantum,adiantum philippense l.,philippense,4,10,1948,127
adiantum philippense,adiantum,adiantum philippense l.,philippense,26,12,1948,
adiantum philippense,adiantum,adiantum philippense l.,philippense,26,12,1948,
adiantum philippense,adiantum,adiantum philippense l.,philippense,8,1,1949,
adiantum philippense,adiantum,adiantum philippense l.,philippense,10,1,1949,109
adiantum philippense,adiantum,adiantum philippense,philippense,14,1,1949,95
adiantum philippense,adiantum,adiantum philippense l.,philippense,16,1,1949,249
adiantum philippense,adiantum,adiantum philippense l.,philippense,16,1,1949,72
adiantum philippense,adiantum,adiantum philippense l.,philippense,24,1,1949,38
adiantum philippense,adiantum,adiantum philippense,philippense,28,1,1949,
adiantum philippense,adiantum,adiantum philippense l.,philippense,28,1,1949,320
adiantum philippense,adiantum,adiantum philippense l.,philippense,28,1,1949,12
adiantum philippense,adiantum,adiantum l.,philippense,23,3,1949,266
adiantum philippense,adiantum,adiantum l.,philippense,23,3,1949,186
adiantum philippense,adiantum,adiantum l.,philippense,25,4,1949,70
adiantum philippense,adiantum,adiantum philippense l.,philippense,7,5,1949,156
adiantum philippense,adiantum,adiantum philippense l.,philippense,25,5,1949,50
adiantum philippense,adiantum,adiantum philippense l.,philippense,25,5,1949,
adiantum philippense,adiantum,adiantum philippense l.,philippense,25,5,1949,256
adiantum philippense,adiantum,adiantum l.,philippense,26,5,1949,133
adiantum philippense,adiantum,adiantum philippense l.,philippense,3,7,1949,
adiantum philippense,adiantum,adiantum philippense l.,philippense,13,11,1949,47
adiantum philippense,adiantum,adiantum l.,philippense,3,12,1949,103
adiantum philippense,adiantum,adiantum philippense l.,philippense,15,12,1949,
adiantum philippense,adiantum,adiantum philippense,philippense,20,2,1950,274
adiantum philippense,adiantum,adiantum philippense,philippense,28,6,1950,31
adiantum philippense,adiantum,adiantum philippense l.,philippense,12,12,1950,205
adiantum philippense,adiantum,adiantum philippense l.,philippense,26,12,1950,
adiantum philippense,adiantum,adiantum philippense,philippense,29,12,1950,145
adiantum philippense,adiantum,adiantum philippense l.,philippense,2,1,1951,189
adiantum philippense,adiantum,adiantum philippense,philippense,2,1,1951,227
adiantum philippense,adiantum,adiantum philippense,philippense,15,1,1951,230
adiantum philippense,adiantum,adiantum philippense,philippense,19,1,1951,333
adiantum philippense,adiantum,adiantum philippense l.,philippense,17,3,1951,
adiantum philippense,adiantum,adiantum philippense l.,philippense,8,4,1951,
adiantum philippense,adiantum,adiantum philippense l.,philippense,8,4,1951,233
adiantum philippense,adiantum,adiantum philippense l.,philippense,8,4,1951,17
adiantum philippense,adiantum,adiantum l.,philippense,29,4,1951,
adiantum philippense,adiantum,adiantum l.,philippense,24,6,1951,100
adiantum philippense,adiantum,adiantum philippense l.,philippense,8,7,1951,159
adiantum philippense,adiantum,adiantum philippense l.,philippense,2,10,1951,172
adiantum philippense,adiantum,adiantum philippense l.,philippense,15,10,1951,305
adiantum philippense,adiantum,adiantum l.,philippense,28,10,1951,218
adiantum philippense,adiantum,adiantum philippense l.,philippense,1,11,1951,114
adiantum philippense,adiantum,adiantum philippense l.,philippense,4,11,1951,223
adiantum philippense,adiantum,adiantum philippense l.,philippense,7,4,1952,27
adiantum philippense,adiantum,adiantum philippense l.,philippense,1,8,1952,76
adiantum philippense,adiantum,adiantum l.,philippense,4,9,1952,276
adiantum philippense,adiantum,adiantum philippense l.,philippense,30,9,1952,
adiantum philippense,adiantum,adiantum philippense l.,philippense,25,2,1953,89
adiantum philippense,adiantum,adiantum l.,philippense,25,3,1953,65
adiantum philippense,adiantum,adiantum l.,philippense,3,4,1953,
adiantum philippense,adiantum,adiantum philippense l.,philippense,25,4,1953,240
adiantum philippense,adiantum,adiantum philippense l.,philippense,25,4,1953,280
adiantum philippense,adiantum,adiantum philippense,philippense,25,4,1953,207
adiantum philippense,adiantum,adiantum l.,philippense,15,6,1953,201
adiantum philippense,adiantum,adiantum philippense,philippense,6,7,1953,166
adiantum philippense,adiantum,adiantum philippense l.,philippense,7,9,1953,127
adiantum philippense,adiantum,adiantum philippense l.,philippense,17,9,1953,121
adiantum philippense,adiantum,adiantum philippense,philippense,18,10,1953,29
adiantum philippense,adiantum,adiantum l.,philippense,29,11,1953,221
adiantum philippense,adiantum,adiantum philippense l.,philippense,31,3,1954,156
adiantum philippense,adiantum,adiantum philippense l.,philippense,27,7,1954,252
adiantum philippense,adiantum,adiantum philippense l.,philippense,27,7,1954,244
adiantum philippense,adiantum,adiantum philippense l.,philippense,21,8,1954,40
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,229
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,39
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,62
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,314
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,276
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,284
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,330
adiantum philippense,adiantum,adiantum philippense l.,philippense,9,9,1954,73
adiantum philippense,adiantum,adiantum philippense l.,philippense,21,9,1954,125
adiantum philippense,adiantum,adiantum philippense,philippense,22,9,1954,43
adiantum philippense,adiantum,adiantum philippense l.,philippense,23,9,1954,261
adiantum philippense,adiantum,adiantum philippense,philippense,28,9,1955,100
adiantum philippense,adiantum,adiantum philippense,philippense,5,1,1956,211
adiantum philippense,adiantum,adiantum philippense l.,philippense,5,1,1956,249
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,2,1956,210
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,2,1956,
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,2,1956,281
adiantum philippense,adiantum,adiantum philippense,philippense,2,4,1956,
adiantum philippense,adiantum,adiantum philippense l.,philippense,2,4,1956,345
adiantum philippense,adiantum,adiantum philippense,philippense,2,5,1956,
adiantum philippense,adiantum,adiantum l.,philippense,29,6,1956,218
adiantum philippense,adiantum,adiantum l.,philippense,29,6,1956,
adiantum philippense,adiantum,adiantum philippense l.,philippense,8,8,1956,72
adiantum philippense,adiantum,adiantum l.,philippense,30,8,1956,296
adiantum philippense,adiantum,adiantum l.,philippense,1,9,1956,209
adiantum philippense,adiantum,adiantum l.,philippense,11,10,1956,1
adiantum philippense,adiantum,adiantum l.,philippense,17,11,1956,248
adiantum philippense,adiantum,adiantum l.,philippense,26,11,1956,93
adiantum philippense,adiantum,adiantum l.,philippense,29,11,1956,38
adiantum philippense,adiantum,adiantum philippense l.,philippense,19,4,1957,214
adiantum philippense,adiantum,adiantum l.,philippense,7,6,1957,236
adiantum philippense,adiantum,adiantum l.,philippense,24,6,1957,250
